,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Age,Visibility_p_MRP,Item_Identifier_Categories
10,FDY07,-0.2502783413529361,Low Fat,-1.2817577519125376,Fruits and Vegetables,-1.532847534701804,OUT049,1999,Medium,Tier 1,Supermarket Type1,1516.0266,25,0.0,FD
11,FDA03,1.3351918259740752,Regular,-0.4005879987703265,Dairy,0.05006178387588622,OUT046,1997,Small,Tier 1,Supermarket Type1,2187.153,27,0.000315479216599519,FD
12,FDX32,0.5306248753902185,Regular,0.6566838971316045,Fruits and Vegetables,0.07203655420703896,OUT049,1999,Medium,Tier 1,Supermarket Type1,1589.2646,25,0.0006874791206404241,FD
13,FDS46,1.1222182214077605,Regular,-0.36582567456558046,Snack Foods,-0.34228518245758355,OUT046,1997,Small,Tier 1,Supermarket Type1,2145.2076,27,0.00039486997631983103,FD
14,FDF32,0.8264215483989897,Low Fat,0.03667562225268422,Fruits and Vegetables,0.8904538263181622,OUT013,1987,High,Tier 3,Supermarket Type1,1977.426,37,0.00034628079652784067,FD
15,FDP49,-0.9128628888925828,Regular,0.057310668766534865,Breakfast,-1.3590727724192342,OUT046,1997,Small,Tier 1,Supermarket Type1,1547.3192,27,0.0012258205261047454,FD
16,NCB42,-0.2502783413529361,Low Fat,-1.115150811092473,Health and Hygiene,-0.4118034379118073,OUT018,2009,Medium,Tier 3,Supermarket Type2,1621.8888,15,7.452198194699226e-05,NC
17,FDP49,-0.9128628888925828,Regular,0.05939256480789004,Breakfast,-1.3911902385565518,OUT049,1999,Medium,Tier 1,Supermarket Type1,718.3982,25,0.0012728954000448848,FD
18,DRI11,0.0,Low Fat,-0.6181698487241788,Hard Drinks,-0.4449775686850424,OUT027,1985,Medium,Tier 3,Supermarket Type3,2303.668,39,0.00030223035325564025,DR
19,FDU02,0.11650953317793943,Low Fat,0.7047240141173493,Dairy,1.4379377893347167,OUT035,2004,Small,Tier 2,Supermarket Type1,2748.4224,20,0.00044458338683203263,FD
20,FDN22,1.4180148944165314,Regular,1.396618551583958,Snack Foods,1.7645274554986428,OUT013,1987,High,Tier 3,Supermarket Type1,3775.086,37,0.0005508389005725619,FD
21,FDW12,0.0,Regular,-0.5956435261714562,Baking Goods,0.057034485774297906,OUT027,1985,Medium,Tier 3,Supermarket Type3,4064.0432,39,0.00024490691441522467,FD
22,NCB30,0.4123062061867102,Low Fat,-0.7836816597018129,Household,0.8915104909540799,OUT035,2004,Small,Tier 2,Supermarket Type1,1587.2672,20,0.00013077371756118315,NC
23,FDC37,0.0,Low Fat,-0.16619953110084348,Baking Goods,-0.5347394630456173,OUT019,1985,Small,Tier 1,Grocery Store,214.3876,39,0.0005344504326154337,FD
24,FDR28,0.23482820238144775,Regular,-0.7798372603004365,Frozen Foods,0.385862739327995,OUT046,1997,Small,Tier 1,Supermarket Type1,4078.025,27,0.00015692842123123725,FD
25,NCD06,0.03368646473548369,Low Fat,0.6542340957636468,Household,-1.5269732501452886,OUT017,2007,Unknown size,Tier 2,Supermarket Type1,838.908,17,0.002175905175794014,NC
26,FDV10,-1.2335064824340904,Regular,0.010881101829223017,Snack Foods,-1.5847011837805032,OUT035,2004,Small,Tier 2,Supermarket Type1,1065.28,20,0.0015762596428368846,FD
27,DRJ59,-0.2857739421139887,low fat,-0.9066010737321313,Hard Drinks,-1.636005624188254,OUT013,1987,High,Tier 3,Supermarket Type1,308.9312,37,0.0004948341871951407,DR
28,FDE51,-1.640522704494159,Regular,1.847754308283356,Dairy,-1.5333549906667736,OUT010,1998,Unknown size,Tier 3,Grocery Store,178.4344,26,0.0035480444135833665,FD
29,FDC14,0.0,Regular,0.11803074691389943,Canned,-1.5632756221202988,OUT019,1985,Small,Tier 1,Grocery Store,125.8362,39,0.0016547402704523272,FD
30,FDV38,1.5126698297793377,Low Fat,2.019903784907193,Dairy,-1.3681588035894812,OUT010,1998,Unknown size,Tier 3,Grocery Store,163.7868,26,0.0030530821606004773,FD
31,NCS17,1.3588555598147771,Low Fat,0.2848609660693587,Health and Hygiene,-0.7154034218146416,OUT018,2009,Medium,Tier 3,Supermarket Type2,2741.7644,15,0.0008380999050222098,NC
32,FDP33,1.3825192936554784,Low Fat,-1.2817577519125376,Snack Foods,1.857584601884906,OUT018,2009,Medium,Tier 3,Supermarket Type2,3068.0064,15,0.0,FD
33,FDO23,1.1813775560095148,Low Fat,-1.2817577519125376,Breads,-0.7683972409412153,OUT045,2002,Unknown size,Tier 2,Supermarket Type1,2174.5028,22,0.0,FD
34,DRH01,1.0985544875670585,Low Fat,0.6157985522146603,Soft Drinks,0.5440862245068757,OUT046,1997,Small,Tier 1,Supermarket Type1,2085.2856,27,0.0005598553299579469,DR
35,NCX29,-0.6762255504855662,Low Fat,0.44886520250168055,Health and Hygiene,0.09181448985439881,OUT049,1999,Medium,Tier 1,Supermarket Type1,3791.0652,25,0.000608622556577525,NC
36,FDV20,0.0,Regular,-0.12831171721837187,Fruits and Vegetables,-0.20755883550476428,OUT027,1985,Medium,Tier 3,Supermarket Type3,2797.6916,39,0.0004646898908234544,FD
37,DRZ11,-0.9483584896536355,Regular,0.9107869114900338,Soft Drinks,-0.2963475706413785,OUT018,2009,Medium,Tier 3,Supermarket Type2,1609.9044,15,0.0009231679517018284,DR
38,FDX10,0.0,Regular,1.1043638013731725,Snack Foods,-1.6701946668914283,OUT027,1985,Medium,Tier 3,Supermarket Type3,388.1614,39,0.0033284700465563946,FD
39,FDB34,0.0,Low Fat,-0.7685091990669511,Snack Foods,-0.8571024706658724,OUT027,1985,Medium,Tier 3,Supermarket Type3,2180.495,39,0.00030222568414901656,FD
40,FDU02,0.11650953317793943,Low Fat,0.7050997109275305,Dairy,1.4395436626415825,OUT046,1997,Small,Tier 1,Supermarket Type1,3435.528,27,0.0004444746682206359,FD
41,FDK43,-0.7235530181669694,Low Fat,-0.761968306747886,Meat,-0.24073296627799962,OUT013,1987,High,Tier 3,Supermarket Type1,2150.534,37,0.00021284130410628404,FD
42,FDA46,0.1756688677796936,Low Fat,1.0017738991623333,Snack Foods,0.8337825573188655,OUT049,1999,Medium,Tier 1,Supermarket Type1,2527.3768,25,0.0006107311666984598,FD
43,FDC02,2.0096082404340727,Low Fat,0.05757949433180596,Canned,1.9099457069285748,OUT018,2009,Medium,Tier 3,Supermarket Type2,6768.5228,15,0.00026585394482621713,FD
44,FDL50,-0.16745527291048037,Regular,-0.4623365915137025,Canned,-0.23266184703769174,OUT013,1987,High,Tier 3,Supermarket Type1,373.5138,37,0.0003342002346159744,FD
45,FDM39,-1.5233872219826858,LF,0.4528925273309609,Dairy,0.5958981208795964,OUT010,1998,Unknown size,Tier 3,Grocery Store,358.2004,26,0.0005025200757775679,FD
46,NCP05,1.5954928982217937,Low Fat,-1.2817577519125376,Health and Hygiene,0.19767686998961118,OUT045,2002,Unknown size,Tier 2,Supermarket Type1,2428.8384,22,0.0,NC
47,FDV49,-0.6762255504855662,Low Fat,-0.780164967773948,Canned,1.9949734867805091,OUT045,2002,Unknown size,Tier 2,Supermarket Type1,5815.0972,22,9.757681660612632e-05,FD
48,FDL12,0.708102879195481,Regular,1.075703313573282,Baking Goods,-1.2906529343069069,OUT046,1997,Small,Tier 1,Supermarket Type1,2576.646,27,0.0020064122100887467,FD
49,FDS02,0.0,Regular,3.668255029958881,Dairy,0.8974682809225524,OUT019,1985,Small,Tier 1,Grocery Store,780.3176,39,0.0012972149244664499,FD
50,NCL17,-1.2938490037278798,Low Fat,0.031935066567137876,Health and Hygiene,0.04638433400316362,OUT046,1997,Small,Tier 1,Supermarket Type1,3134.5864,27,0.00047108108634067553,NC
51,FDM40,-0.6300812694961979,Low Fat,1.8155285577649325,Frozen Foods,0.008392583309330693,OUT013,1987,High,Tier 3,Supermarket Type1,850.8924,37,0.0011292329527387126,FD
52,FDR13,-0.7010724710183031,Regular,-0.7255595567830041,Canned,-0.3845035916950874,OUT013,1987,High,Tier 3,Supermarket Type1,810.9444,37,0.000245169826021878,FD
53,FDA43,-0.46443513261128644,Low Fat,-0.021134840704769366,Fruits and Vegetables,0.889438914388223,OUT017,2007,Unknown size,Tier 2,Supermarket Type1,3121.2704,17,0.0003312036853152622,FD
54,NCP18,-0.16745527291048037,Low Fat,-0.7243369334605191,Household,0.16826369450105572,OUT017,2007,Unknown size,Tier 2,Supermarket Type1,4815.0656,17,0.0001898716650337887,NC
55,FDK21,-1.171980774448266,Low Fat,-1.0869104819518434,Snack Foods,1.7351142800100874,OUT018,2009,Medium,Tier 3,Supermarket Type2,6258.52,15,4.0367301261480045e-05,FD
56,NCX54,-0.8667186079032145,Low Fat,-0.3483818607948773,Household,-0.5593350186135749,OUT045,2002,Unknown size,Tier 2,Supermarket Type1,2117.244,22,0.00045362038465668575,NC
57,DRK35,-1.0631275987810385,Low Fat,0.1129216269205522,Hard Drinks,-1.6531210218928305,OUT049,1999,Medium,Tier 1,Supermarket Type1,796.9626,25,0.0018911185894571964,DR
58,FDY21,0.5306248753902185,Low Fat,2.080622176837962,Snack Foods,0.8594347775227409,OUT046,1997,Small,Tier 1,Supermarket Type1,4910.275,27,0.000891884284179301,FD
59,FDI26,0.0,Low Fat,-0.0978752169438968,Canned,0.6269589223809962,OUT019,1985,Small,Tier 1,Grocery Store,892.172,39,0.00033928058748772456,FD
60,FDM20,-0.6762255504855662,Low Fat,-1.2817577519125376,Fruits and Vegetables,1.7009669900128916,OUT018,2009,Medium,Tier 3,Supermarket Type2,3185.1872,15,0.0,FD
61,FDV27,-1.1565993474518101,Regular,-0.505107107202535,Meat,-0.8614126346215004,OUT045,2002,Unknown size,Tier 2,Supermarket Type1,1062.6168,22,0.00045873484569222705,FD
62,FDF09,0.0,Low Fat,-1.0474303562946892,Fruits and Vegetables,-1.6493600666081507,OUT027,1985,Medium,Tier 3,Supermarket Type3,484.7024,39,0.0003157930562520896,FD
63,FDY40,0.0,Regular,1.6310552411717105,Frozen Foods,-1.4440587995651901,OUT019,1985,Small,Tier 1,Grocery Store,147.8076,39,0.0029427911539636415,FD
64,FDY45,0.0,Low Fat,-0.7775301671254918,Snack Foods,1.8442301594650097,OUT027,1985,Medium,Tier 3,Supermarket Type3,2543.356,39,0.0001016884241286201,FD
65,FDC46,1.1458819552484618,LF,2.4990155805231375,Snack Foods,0.7135508228338178,OUT010,1998,Unknown size,Tier 3,Grocery Store,184.4266,26,0.0010519969950373894,FD
66,FDH19,1.5363335636200397,Low Fat,-0.6405648789640572,Meat,0.5071511384489609,OUT035,2004,Small,Tier 2,Supermarket Type1,4865.6664,20,0.00019169894271320442,FD
67,FDZ03,0.18750073470004458,Regular,0.2483666454577088,Dairy,0.7231443099690344,OUT045,2002,Unknown size,Tier 2,Supermarket Type1,1118.544,22,0.00042438854663914334,FD
68,DRH37,1.1222182214077605,Low Fat,-0.4735220414631744,Soft Drinks,0.383158448679233,OUT045,2002,Unknown size,Tier 2,Supermarket Type1,2302.3364,22,0.00025295783020710624,DR
69,NCI17,-0.9968691440270738,Low Fat,1.4980312226477892,Health and Hygiene,-0.7250804143618155,OUT046,1997,Small,Tier 1,Supermarket Type1,2027.361,27,0.0014964643837188677,NC
70,FDJ58,0.6489435445937268,Regular,0.7590696508435975,Snack Foods,0.4686519317901584,OUT046,1997,Small,Tier 1,Supermarket Type1,3435.528,27,0.0006187466182149817,FD
71,FDL12,0.708102879195481,Regular,1.0737414877826015,Baking Goods,-1.313135160603029,OUT013,1987,High,Tier 3,Supermarket Type1,599.22,37,0.002052134358853129,FD
72,FDH35,1.276032491372321,Low Fat,-1.2817577519125376,Starchy Foods,0.3815525753723672,OUT045,2002,Unknown size,Tier 2,Supermarket Type1,4604.6728,22,0.0,FD
73,FDG02,-1.1838126413686167,Low Fat,-1.0622615421960762,Canned,0.7808722436042487,OUT017,2007,Unknown size,Tier 2,Supermarket Type1,2285.0256,17,5.9724362774155306e-05,FD
74,NCZ18,-1.1909117615208273,low fat,2.3301792094005176,Household,1.8206912685329697,OUT049,1999,Medium,Tier 1,Supermarket Type1,5580.7356,25,0.0007326229292942795,NC
75,FDC29,-1.057211665320863,Regular,-0.8126084728147811,Frozen Foods,-0.43318724686603316,OUT046,1997,Small,Tier 1,Supermarket Type1,2290.352,27,0.00021229758388178666,FD
76,FDQ10,-0.00180913602556889,Low Fat,-0.6376847241100664,Snack Foods,0.5034319358702594,OUT049,1999,Medium,Tier 1,Supermarket Type1,1207.0954,25,0.00019281879887804614,FD
77,FDN48,0.0,Low Fat,0.9223472054504893,Baking Goods,-0.8191942253839966,OUT019,1985,Small,Tier 1,Grocery Store,643.1628,39,0.0012638346128712474,FD
78,FDL04,1.4535104951775835,Low Fat,0.8997899495450506,Frozen Foods,-0.5786054982959654,OUT017,2007,Unknown size,Tier 2,Supermarket Type1,1587.933,17,0.0010723527803342538,FD
79,FDV25,-1.6452554512622992,Low Fat,-1.2817577519125376,Canned,1.309634935609361,OUT045,2002,Unknown size,Tier 2,Supermarket Type1,5305.0944,22,0.0,FD
80,FDD58,-1.2062931885172836,Low Fat,-0.13140449041778612,Snack Foods,-0.6282623126908718,OUT046,1997,Small,Tier 1,Supermarket Type1,1697.79,27,0.0005826272798664965,FD
81,FDN04,-0.2502783413529361,reg,-1.0087252312902335,Frozen Foods,0.6317765423015935,OUT046,1997,Small,Tier 1,Supermarket Type1,1427.4752,27,7.81163050421883e-05,FD
82,FDV45,0.9210764837617961,low fat,-0.40510064387029093,Snack Foods,0.7541633587644556,OUT018,2009,Medium,Tier 3,Supermarket Type2,4693.89,15,0.00024064696130362705,FD
83,NCL18,0.0,Low Fat,4.405206554054123,Household,0.8610824035355852,OUT019,1985,Small,Tier 1,Grocery Store,583.2408,39,0.00150769401007946,NC
84,FDR12,0.0,Regular,-0.6735172531625108,Baking Goods,0.48792241147254867,OUT027,1985,Medium,Tier 3,Supermarket Type3,3091.9752,39,0.00018311765213880092,FD
85,FDG20,0.6252798107530253,Regular,1.1680796661930146,Fruits and Vegetables,0.5782752672100504,OUT017,2007,Unknown size,Tier 2,Supermarket Type1,2479.4392,17,0.0007141065565064507,FD
86,FDZ55,-1.609759850501247,Low Fat,-0.7893844829911503,Fruits and Vegetables,0.32116210379436905,OUT035,2004,Small,Tier 2,Supermarket Type1,2716.464,20,0.00015779602713178296,FD
87,FDQ49,0.0,Regular,-0.5247496698864766,Breakfast,0.24040273519208438,OUT027,1985,Medium,Tier 3,Supermarket Type3,3285.723,39,0.0002504291210094702,FD
88,FDN33,-1.5506005158994927,Regular,1.1044473563127462,Snack Foods,-0.7282504082695684,OUT046,1997,Small,Tier 1,Supermarket Type1,661.8052,27,0.0012872347339497885,FD
89,FDN27,1.8912895712305646,Low Fat,-0.513773194504038,Meat,-0.380784389116386,OUT049,1999,Medium,Tier 1,Supermarket Type1,1523.3504,25,0.00033785586387541697,FD
90,FDW20,1.8676258373898627,Low Fat,-0.4983222755493314,Fruits and Vegetables,-0.3022218551978938,OUT010,1998,Unknown size,Tier 3,Grocery Store,369.519,26,0.00033085209498006924,FD
91,DRG27,-0.9377098094253197,Low Fat,0.7586440071349515,Dairy,-1.6232003904393053,OUT049,1999,Medium,Tier 1,Supermarket Type1,690.4346,25,0.0026375366665163428,DR
92,DRI25,1.5954928982217937,Low Fat,-0.6233542282467218,Soft Drinks,-1.3783432521016248,OUT045,2002,Unknown size,Tier 2,Supermarket Type1,1381.535,22,0.0006158327199817263,DR
93,FDA44,1.619156632062495,Low Fat,-0.2504007761753416,Fruits and Vegetables,-1.3344772168512766,OUT035,2004,Small,Tier 2,Supermarket Type1,622.523,20,0.0009191552001105487,FD
94,NCR17,-0.7235530181669694,Low Fat,-0.8092545492428749,Health and Hygiene,-0.4246504243667342,OUT035,2004,Small,Tier 2,Supermarket Type1,1274.3412,20,0.00021282301404112818,NC
95,FDU04,0.0,Low Fat,-1.0934714150520541,Frozen Foods,-0.3364526506070468,OUT019,1985,Small,Tier 1,Grocery Store,487.3656,39,8.092703850504909e-05,FD
96,FDF41,-0.16745527291048037,Low Fat,1.2646960395146503,Frozen Foods,1.6870215862160682,OUT049,1999,Medium,Tier 1,Supermarket Type1,1231.73,25,0.0005339804833242564,FD
97,FDB56,-0.972022223494337,Regular,0.16437823192843373,Fruits and Vegetables,0.7461339922301263,OUT035,2004,Small,Tier 2,Supermarket Type1,3755.112,20,0.0003980307336777349,FD
98,NCP18,0.0,Low Fat,-0.7301563576583404,Household,0.14417559489806764,OUT027,1985,Medium,Tier 3,Supermarket Type3,4363.6532,39,0.00018976868163669196,NC
99,FDB56,-0.972022223494337,Regular,0.16465172850749213,Fruits and Vegetables,0.7525574854575898,OUT046,1997,Small,Tier 1,Supermarket Type1,1314.2892,27,0.0003972583250113385,FD
100,FDT28,0.10467766625758884,Low Fat,-0.04723237618860899,Frozen Foods,0.16184020127359214,OUT045,2002,Unknown size,Tier 2,Supermarket Type1,1805.6496,22,0.0004216240597123998,FD
101,FDD10,0.0,Regular,-0.3941133922070817,Snack Foods,0.6028708227780081,OUT027,1985,Medium,Tier 3,Supermarket Type3,2854.9504,39,0.000256521034601735,FD
102,FDW57,-1.076142652393424,Regular,0.9637637667403931,Snack Foods,0.6119986066542337,OUT049,1999,Medium,Tier 1,Supermarket Type1,3896.2616,25,0.0006468755541510239,FD
103,DRB48,0.9210764837617961,Regular,-0.8004532738867386,Soft Drinks,-1.6413724527797997,OUT013,1987,High,Tier 3,Supermarket Type1,667.7974,37,0.0006403145257360335,DR
104,FDP09,1.630988498982846,Low Fat,-0.6222356270445548,Snack Foods,1.1417344578833066,OUT018,2009,Medium,Tier 3,Supermarket Type2,3185.853,15,0.00016044074172215408,FD
105,FDH14,1.0038995522042522,Regular,-0.3752787210903496,Canned,0.0030675074237633193,OUT013,1987,High,Tier 3,Supermarket Type1,2247.7408,37,0.0003312674683639341,FD
106,FDA47,-0.5579068812820579,Regular,0.9777085647847835,Baking Goods,0.3553511464975438,OUT013,1987,High,Tier 3,Supermarket Type1,1794.331,37,0.0007146639733694619,FD
107,FDG12,-1.4725101942251773,Regular,-1.2817577519125376,Baking Goods,-0.3160837535827601,OUT045,2002,Unknown size,Tier 2,Supermarket Type1,2530.7058,22,0.0,FD
108,DRE60,0.0,low fat,4.12526196026196,Soft Drinks,1.355023338754618,OUT019,1985,Small,Tier 1,Grocery Store,679.116,39,0.0012378382185897093,DR
109,DRK49,0.3058194039035529,Low Fat,-0.5856835680508615,Soft Drinks,-1.5991122908363173,OUT013,1987,High,Tier 3,Supermarket Type1,812.276,37,0.0008671941478444382,DR
110,FDD03,0.10467766625758884,Low Fat,0.2650313302523245,Dairy,1.469971750060077,OUT046,1997,Small,Tier 1,Supermarket Type1,699.09,27,0.000343208472025115,FD
111,FDS52,-0.9388929961173546,low fat,-1.1750516205560588,Frozen Foods,-0.6197254901915729,OUT017,2007,Unknown size,Tier 2,Supermarket Type1,2732.4432,17,5.376362283401821e-05,FD
112,FDW39,0.0,Regular,-0.029202301733095362,Meat,0.5772186025741327,OUT019,1985,Small,Tier 1,Grocery Store,176.437,39,0.0003652449289860233,FD
113,FDX34,0.0,Low Fat,0.10669502986943481,Snack Foods,-0.3096602603552965,OUT027,1985,Medium,Tier 3,Supermarket Type3,4097.3332,39,0.0005885880758985718,FD
114,FDV11,-0.8891991550518813,Regular,-1.2817577519125376,Breads,0.5172938342551257,OUT045,2002,Unknown size,Tier 2,Supermarket Type1,3151.8972,22,0.0,FD
115,FDD17,-1.2678188965031079,Low Fat,-0.6484055341693982,Frozen Foods,1.5753266742303194,OUT049,1999,Medium,Tier 1,Supermarket Type1,5942.265,25,0.0001366748755492688,FD
116,FDZ16,0.944740217602498,Regular,1.834061454256483,Frozen Foods,0.8263023994554843,OUT017,2007,Unknown size,Tier 2,Supermarket Type1,4843.695,17,0.0008353436828064546,FD
117,FDZ46,-1.271368456579213,Low Fat,0.057731040625594914,Snack Foods,-0.5133974067973697,OUT035,2004,Small,Tier 2,Supermarket Type1,2542.0244,20,0.0006339100628492388,FD
118,DRA12,-0.2976058090343397,Low Fat,-0.4836635876674767,Soft Drinks,-0.010877896373059593,OUT017,2007,Unknown size,Tier 2,Supermarket Type1,2552.6772,17,0.0002934639034631979,DR
119,FDY58,-0.2857739421139887,Low Fat,-0.5049120875314639,Snack Foods,1.3822814322653592,OUT018,2009,Medium,Tier 3,Supermarket Type2,1141.847,15,0.00017651516672876223,FD
120,NCF19,0.03368646473548369,Low Fat,-0.5974383002283898,Household,-1.5013210299414133,OUT017,2007,Unknown size,Tier 2,Supermarket Type1,680.4476,17,0.0007432588404198436,NC
121,DRJ13,-0.04913660370697205,LF,-0.060358448239619125,Soft Drinks,0.29010130229296927,OUT045,2002,Unknown size,Tier 2,Supermarket Type1,2085.9514,22,0.00039619463490630455,DR
122,FDB14,1.7493071681863543,Regular,2.0507253046376244,Canned,-0.7785399367473802,OUT010,1998,Unknown size,Tier 3,Grocery Store,186.424,26,0.0018585565223970945,FD
123,FDJ38,-1.0075178242553895,Regular,-0.5026494755873988,Canned,0.7894508188095262,OUT035,2004,Small,Tier 2,Supermarket Type1,3036.048,20,0.00021139783227190737,FD
124,FDW11,-0.06096847062732305,Low Fat,-0.33092513874540924,Breads,-1.256971347568702,OUT017,2007,Unknown size,Tier 2,Supermarket Type1,866.8716,17,0.000782182450724975,FD
125,FDL40,1.1458819552484618,Low Fat,-1.0567164479947109,Frozen Foods,-0.7379274008167424,OUT035,2004,Small,Tier 2,Supermarket Type1,868.869,20,0.00012216790648246546,FD
126,DRI49,0.3058194039035529,Low Fat,2.274943928674881,Soft Drinks,-0.9404826245049623,OUT046,1997,Small,Tier 1,Supermarket Type1,1137.1864,27,0.0022262845818633564,DR
127,FDV38,1.5126698297793377,Low Fat,0.701960150063043,Dairy,-1.4163350027954575,OUT017,2007,Unknown size,Tier 2,Supermarket Type1,928.1252,17,0.0019385994097993015,FD
128,DRG23,-0.9412593695014246,Low Fat,0.3988184877673763,Hard Drinks,0.17303956171567497,OUT013,1987,High,Tier 3,Supermarket Type1,762.341,37,0.0005713251326694261,DR
129,NCP30,1.8084665027881084,Low Fat,-0.6453535015134734,Household,-1.6172843531768115,OUT045,2002,Unknown size,Tier 2,Supermarket Type1,707.0796,22,0.0008151279473315757,NC
130,FDY25,0.0,Low Fat,-0.6264607819058989,Canned,0.6360032008452647,OUT027,1985,Medium,Tier 3,Supermarket Type3,7968.2944,39,0.0001872113084559263,FD
131,NCH54,0.152005133938992,Low Fat,0.12670059428459218,Household,0.3099209906463081,OUT046,1997,Small,Tier 1,Supermarket Type1,1438.128,27,0.00045335462780425725,NC
132,NCR53,0.0,Low Fat,1.5157820441296603,Health and Hygiene,1.3400630230278556,OUT027,1985,Medium,Tier 3,Supermarket Type3,6976.2524,39,0.0006431038841491995,NC
133,FDS52,-0.9388929961173546,Low Fat,-1.1041581325252783,Frozen Foods,-0.6309666033396341,OUT010,1998,Unknown size,Tier 3,Grocery Store,101.2016,26,9.009903482344428e-05,FD
134,FDG02,-1.1838126413686167,Low Fat,-1.0626070033983395,Canned,0.7632076372287242,OUT018,2009,Medium,Tier 3,Supermarket Type2,952.094,15,5.997830455105804e-05,FD
135,NCO26,-1.3305277911809672,Low Fat,0.2078426548189848,Household,-0.4005623247637461,OUT046,1997,Small,Tier 1,Supermarket Type1,1969.4364,27,0.0006622676244213661,NC
136,FDH35,0.0,Low Fat,-0.1196855758065606,Starchy Foods,0.3927936885204281,OUT027,1985,Medium,Tier 3,Supermarket Type3,5262.4832,39,0.00036238098404014205,FD
137,FDB51,-1.4050685527791775,Low Fat,-0.5349370346658548,Dairy,-1.2912438956838335,OUT045,2002,Unknown size,Tier 2,Supermarket Type1,1314.2892,22,0.0006359979334887068,FD
138,FDX44,-0.8418716873704777,Low Fat,-0.4442782971574654,Fruits and Vegetables,-0.8057562775521431,OUT017,2007,Unknown size,Tier 2,Supermarket Type1,535.3032,17,0.0004757863158080187,FD
139,NCN07,1.3351918259740752,Low Fat,-0.18055239356132738,Others,-0.14235074400616876,OUT010,1998,Unknown size,Tier 3,Grocery Store,263.6568,26,0.00043000948319967544,NC
140,NCC31,-1.1447674805314592,Low Fat,-0.8967052499875626,Household,0.2184697175669102,OUT035,2004,Small,Tier 2,Supermarket Type1,1402.1748,20,0.00012850624073398482,NC
141,NCX54,-0.8667186079032145,Low Fat,-0.3450020819018412,Household,-0.5753937516822336,OUT017,2007,Unknown size,Tier 2,Supermarket Type1,1693.7952,17,0.00045959210628914197,NC
142,NCO55,-0.013641002945919469,Low Fat,0.4862859925326184,Others,-0.5684628024898005,OUT045,2002,Unknown size,Tier 2,Supermarket Type1,2143.876,22,0.0008638940449155159,NC
143,NCC30,0.8855808830007439,Low Fat,-0.7463922007473189,Household,0.5884179630162152,OUT049,1999,Medium,Tier 1,Supermarket Type1,2676.516,25,0.00015549958791765558,NC
144,FDI16,0.2703238031425003,Regular,-1.2817577519125376,Frozen Foods,-1.4120248388398298,OUT035,2004,Small,Tier 2,Supermarket Type1,905.488,20,0.0,FD
145,FDP16,1.3588555598147771,Low Fat,-0.5189686604161511,Frozen Foods,1.692388414807614,OUT049,1999,Medium,Tier 1,Supermarket Type1,7370.406,25,0.0001597366468571744,FD
146,FDB11,0.7435984799565336,Low Fat,-0.10263641424638734,Starchy Foods,1.3786039823926362,OUT035,2004,Small,Tier 2,Supermarket Type1,6301.1312,20,0.000268190868998644,FD
